,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa)
2012-04-07 03:00:00,108721,6987,72,101662,0,18449,0,0,2367,6498,33922,1549,540,2,3469,0,4,0,1516,264,0,14436,18646,2.5,-0.9,78.0,9.0,6.0,24.1,102.64
2012-04-07 04:00:00,74823,5997,82,68744,0,20009,0,0,2403,6363,2192,1102,540,0,2245,0,1,0,1582,762,0,16266,15279,3.2,-0.7,76.0,11.0,6.0,24.1,102.65
2012-04-07 05:00:00,104679,5601,72,99006,0,20131,0,0,2402,6553,37099,1097,540,1,466,0,0,0,4055,250,0,16389,10023,1.7,-1.3,80.0,10.0,6.0,24.1,102.62
2012-04-07 06:00:00,145244,4814,82,140348,0,1405,0,0,2393,6565,42396,1166,540,1,1173,73381,0,0,1287,377,0,2932,6732,2.8,-0.8,77.0,,0.0,24.1,102.63
2012-04-07 07:00:00,76929,4689,60,72180,0,420,0,0,2403,6632,51124,1104,540,2,449,0,0,0,2628,300,0,2272,4306,3.8,-0.1,76.0,34.0,4.0,32.2,102.64
2012-04-07 08:00:00,84663,5479,78,79106,0,420,0,0,2388,6657,57162,1066,540,3,448,0,0,0,4132,300,0,2278,3712,6.5,1.2,69.0,23.0,4.0,32.2,102.63
2012-04-07 09:00:00,66529,5476,82,60971,0,420,0,0,2431,6589,40666,1085,540,3,449,0,0,0,1667,300,0,2279,4542,7.9,1.2,63.0,26.0,15.0,32.2,102.65
2012-04-07 10:00:00,62556,5359,56,57141,0,421,0,0,2386,6557,36932,1097,540,3,452,0,0,0,1618,300,0,2284,4551,9.1,1.6,59.0,29.0,13.0,48.3,102.65
2012-04-07 11:00:00,104324,4413,68,99843,0,421,0,0,2400,6737,76431,1246,540,1,442,0,0,0,5219,300,0,2280,3826,8.9,3.2,67.0,28.0,19.0,48.3,102.64
2012-04-07 12:00:00,83846,5166,84,78596,0,420,0,0,2397,6616,58786,1115,540,0,443,0,0,0,1275,299,0,2274,4431,10.1,4.1,66.0,30.0,19.0,48.3,102.57
2012-04-07 13:00:00,74920,5588,70,69262,0,420,0,0,2397,6594,48126,1096,540,1,443,0,0,0,2587,300,0,2273,4485,10.3,4.1,65.0,29.0,22.0,48.3,102.5
2012-04-07 14:00:00,97137,5433,84,91620,0,420,0,0,2386,6635,59416,1181,542,1,444,0,0,0,2854,434,0,2272,15035,10.4,4.2,65.0,29.0,26.0,48.3,102.45
2012-04-07 15:00:00,77030,5194,90,71746,0,418,0,0,2373,6572,47199,1200,540,1,958,0,0,0,2445,421,0,2263,7356,10.9,4.5,65.0,30.0,28.0,48.3,102.4
2012-04-07 16:00:00,97530,4671,84,92775,0,13564,0,0,2402,6590,44997,1104,538,0,2779,0,0,0,4123,314,0,11325,5039,10.4,3.0,60.0,30.0,28.0,48.3,102.38
2012-04-07 17:00:00,40909,5196,90,35623,0,8265,0,0,2387,6398,2205,1116,536,0,1620,0,0,0,1415,319,0,8097,3265,10.3,2.3,58.0,31.0,20.0,48.3,102.31
2012-04-07 18:00:00,61611,5511,54,56046,0,420,0,0,2389,6551,36405,1143,537,1,448,0,0,0,1288,300,0,2272,4292,9.8,2.6,61.0,31.0,19.0,48.3,102.28
2012-04-07 19:00:00,29583,5426,86,24071,0,420,0,0,2384,6407,2204,1154,537,3,454,0,0,0,3877,300,0,2277,4054,8.8,1.4,60.0,32.0,19.0,48.3,102.27
2012-04-07 20:00:00,26272,4935,76,21261,0,420,0,0,2407,6404,2211,1132,537,4,454,0,0,0,1959,300,0,2273,3160,8.8,-0.4,52.0,34.0,9.0,48.3,102.26
2012-04-07 21:00:00,27034,4496,100,22438,0,420,0,0,2386,6434,2217,1094,539,0,450,0,0,0,2160,334,0,2276,4128,8.2,-2.2,48.0,,0.0,48.3,102.28
2012-04-07 22:00:00,36200,5456,100,30644,0,422,0,0,2405,6417,2233,3925,534,0,1486,0,0,0,4137,351,0,2276,6458,7.3,-1.1,55.0,24.0,9.0,48.3,102.31
2012-04-07 23:00:00,41226,5432,76,35718,0,2386,0,0,2435,6395,2202,1499,539,0,669,0,0,0,1608,294,0,13979,3712,6.2,-1.3,59.0,,0.0,32.2,102.33
2012-04-08 00:00:00,33669,5281,80,28308,0,420,0,0,2388,6413,2189,962,538,0,472,0,0,0,6066,430,0,4004,4426,5.7,-1.5,60.0,5.0,7.0,32.2,102.35
2012-04-08 01:00:00,30860,4419,92,26349,378,3382,0,0,2386,6436,2216,1018,540,2,450,0,0,0,1296,432,0,2268,5545,5.9,-1.4,59.0,2.0,6.0,32.2,102.34
2012-04-08 02:00:00,37474,5012,84,32378,645,745,0,0,2378,6419,2192,1138,540,0,1772,0,56,0,5777,766,0,2260,7690,4.0,-1.6,67.0,32.0,9.0,32.2,102.29
2012-04-08 03:00:00,75825,5369,78,70378,0,19533,0,0,2351,6391,2150,1054,538,1,2853,0,1719,0,1269,950,0,15331,16238,5.0,-0.6,67.0,2.0,4.0,32.2,102.25
2012-04-08 04:00:00,79269,5410,100,73759,0,19624,0,0,2379,6404,2167,1083,540,1,3539,0,855,0,2644,240,0,16036,18247,4.9,0.4,73.0,,0.0,32.2,102.22
2012-04-08 05:00:00,109118,4678,102,104338,0,19954,0,0,2385,6596,40713,2292,540,1,897,0,417,0,2695,325,0,15584,11939,4.1,-2.3,63.0,,0.0,32.2,102.21
2012-04-08 06:00:00,79373,4808,82,74483,0,7285,0,0,2395,6589,37506,1070,540,1,855,0,152,0,2433,325,0,7365,7967,3.8,-2.0,66.0,36.0,6.0,32.2,102.23
2012-04-08 07:00:00,71087,9529,70,61488,0,420,0,0,2411,6610,39559,1135,540,1,451,0,0,0,2348,300,0,2310,5403,7.3,2.2,70.0,4.0,4.0,32.2,102.22
2012-04-08 08:00:00,67861,7705,100,60056,0,420,0,0,2404,6623,39719,1117,540,2,452,0,0,0,2830,300,0,2320,3329,9.0,3.5,68.0,31.0,11.0,48.3,102.22
2012-04-08 09:00:00,72673,5868,78,66727,0,420,0,0,2399,6657,46902,1018,540,3,452,0,0,0,1309,300,0,2322,4405,10.0,3.9,66.0,30.0,13.0,48.3,102.22
2012-04-08 10:00:00,72145,5611,80,66454,0,420,0,0,2411,6662,44881,961,541,1,447,0,0,0,4021,300,0,2314,3495,10.4,4.2,65.0,30.0,19.0,48.3,102.2
2012-04-08 11:00:00,76862,5072,86,71704,0,420,0,0,2399,6690,51675,1119,540,3,446,0,0,0,1299,300,0,2312,4501,11.6,4.3,61.0,30.0,22.0,48.3,102.17
2012-04-08 12:00:00,66853,4381,88,62384,0,420,0,0,2396,6649,43174,978,540,2,455,0,0,0,1568,300,0,2312,3590,12.0,4.7,61.0,29.0,22.0,48.3,102.11
2012-04-08 13:00:00,86946,5431,80,81435,0,421,0,0,2407,6740,59098,973,541,0,460,0,0,0,3848,300,0,2311,4336,11.2,4.4,63.0,29.0,24.0,48.3,102.05
2012-04-08 14:00:00,72804,5689,68,67047,0,420,0,0,2389,6644,47349,1222,541,1,449,0,0,0,1290,300,0,2311,4131,11.0,4.1,62.0,31.0,20.0,48.3,101.97
2012-04-08 15:00:00,89350,5387,96,83867,0,420,0,0,2400,6676,53841,965,543,0,450,0,0,0,2560,300,0,2302,13410,12.2,5.1,62.0,30.0,22.0,48.3,101.89
2012-04-08 16:00:00,64384,4655,80,59649,0,420,0,0,2380,6574,32689,990,543,0,528,0,0,0,3004,441,0,2304,9776,10.7,4.5,65.0,30.0,28.0,48.3,101.85
2012-04-08 17:00:00,28622,4875,76,23671,0,420,0,0,2398,6417,2194,1701,540,0,455,0,0,0,2703,1010,0,2312,3521,11.0,5.1,67.0,32.0,28.0,48.3,101.81
2012-04-08 18:00:00,32777,5423,86,27268,0,420,0,0,2371,6394,2145,1274,540,2,450,0,0,0,6771,300,0,2300,4301,9.5,5.8,78.0,31.0,20.0,48.3,101.75
2012-04-08 19:00:00,32592,5525,78,26989,0,420,0,0,2373,6413,2160,976,540,2,449,0,0,0,6927,300,0,2304,4125,8.8,5.0,77.0,31.0,20.0,48.3,101.73
2012-04-08 20:00:00,28301,5034,70,23197,0,420,0,0,2368,6412,2169,1025,540,0,449,0,0,0,3521,300,0,2301,3692,8.8,4.4,74.0,31.0,19.0,48.3,101.71
2012-04-08 21:00:00,26524,4516,72,21936,0,420,0,0,2376,6404,2183,1067,540,0,455,0,0,0,2178,298,0,2311,3704,7.7,4.2,78.0,31.0,17.0,48.3,101.71
2012-04-08 22:00:00,27253,5515,72,21666,0,420,0,0,2388,6399,2162,977,540,2,459,0,0,0,1543,299,0,2304,4173,8.3,3.2,70.0,30.0,22.0,48.3,101.71
2012-04-08 23:00:00,28689,5451,72,23166,0,420,0,0,2366,6410,2194,1046,540,3,455,0,0,0,3699,300,0,2306,3427,8.4,4.2,75.0,30.0,19.0,32.2,101.7
2012-04-09 00:00:00,26865,5422,70,21373,0,420,0,0,2372,6396,2165,1114,540,3,449,0,0,0,1487,299,0,2312,3816,8.4,4.3,75.0,32.0,19.0,32.2,101.66
2012-04-09 01:00:00,28422,4390,92,23940,0,420,0,0,2379,6410,2179,974,540,2,456,0,0,0,3718,300,0,2310,4252,8.3,4.1,75.0,31.0,15.0,32.2,101.65
2012-04-09 02:00:00,31974,5058,86,26830,21,420,0,0,2388,6407,2166,1049,540,0,872,0,0,0,1429,403,0,2306,8829,8.8,4.6,75.0,32.0,17.0,32.2,101.62
2012-04-09 03:00:00,62001,5392,90,56519,1237,421,0,6077,2388,6394,2152,1396,541,3,2637,0,208,0,5132,799,0,2306,24828,7.5,3.7,77.0,,0.0,32.2,101.59
2012-04-09 04:00:00,77025,5421,78,71526,206,10387,0,17508,2360,6393,2161,1042,543,1,3542,0,150,0,1280,898,0,8801,16254,6.4,2.8,78.0,8.0,6.0,32.2,101.56
2012-04-09 05:00:00,86176,4689,96,81391,0,19917,0,19392,2404,6417,2173,1019,543,2,686,0,4,0,3684,270,0,15657,9223,6.6,2.5,75.0,34.0,7.0,32.2,101.54
2012-04-09 06:00:00,90421,4810,108,85503,0,19966,0,37,2418,6614,26848,1073,540,1,471,0,0,0,2464,254,0,14947,9870,6.5,2.9,78.0,,0.0,32.2,101.52
2012-04-09 07:00:00,58222,5476,88,52658,2,436,0,27229,2403,6445,2228,1064,542,0,893,0,0,0,3513,313,0,2495,5095,9.5,4.1,69.0,16.0,4.0,32.2,101.55
2012-04-09 08:00:00,59400,5463,78,53859,0,421,0,107,2392,6677,32562,980,540,0,444,0,0,0,1806,300,0,2286,5344,10.7,3.5,61.0,33.0,7.0,32.2,101.54
2012-04-09 09:00:00,57744,4952,94,52698,0,420,0,0,2418,6633,31422,1245,540,2,449,0,0,0,2569,300,0,2279,4421,11.6,5.6,67.0,31.0,9.0,32.2,101.59
2012-04-09 10:00:00,37837,4516,90,33231,0,420,0,0,2411,6546,13520,976,540,0,449,0,0,0,2506,300,0,2278,3285,12.3,6.3,67.0,28.0,17.0,32.2,101.54
2012-04-09 11:00:00,52680,5404,82,47194,0,420,0,0,2406,6627,26129,1144,540,4,446,0,0,0,2582,300,0,2280,4316,13.1,6.7,65.0,29.0,13.0,32.2,101.46
2012-04-09 12:00:00,70891,12010,66,58815,0,421,0,0,2406,6679,37919,979,540,3,448,0,0,0,3334,300,0,2283,3503,12.2,7.9,75.0,29.0,15.0,48.3,101.43
2012-04-09 13:00:00,65077,5023,70,59984,0,420,0,0,2398,6699,37791,1151,540,1,443,0,0,0,3682,300,0,2277,4282,13.8,6.6,62.0,29.0,17.0,48.3,101.35
2012-04-09 14:00:00,67263,5799,82,61382,0,420,0,0,2390,6680,39771,969,540,2,439,0,0,0,3289,300,0,2270,4312,14.4,5.5,55.0,30.0,15.0,48.3,101.29
2012-04-09 15:00:00,56223,5681,74,50468,0,420,0,0,2390,6659,31128,1065,540,1,479,0,0,0,1630,300,0,2280,3576,14.6,4.9,52.0,31.0,15.0,48.3,101.25
2012-04-09 16:00:00,60879,5006,84,55789,0,421,0,0,2391,6627,30478,1036,540,1,458,0,57,0,3539,300,0,2270,7671,14.6,5.9,56.0,30.0,13.0,48.3,101.23
2012-04-09 17:00:00,52054,4648,86,47320,0,420,0,0,2368,6472,1219,1179,546,0,453,0,1631,0,4604,517,0,2267,25644,14.6,3.4,47.0,31.0,11.0,48.3,101.14
2012-04-09 18:00:00,29129,5236,94,23799,0,420,0,0,2414,6500,2153,1054,540,2,453,0,644,0,2023,352,0,2270,4974,12.9,4.2,55.0,30.0,11.0,48.3,101.11
2012-04-09 19:00:00,29971,5416,76,24479,0,2020,0,0,2365,6532,2156,1136,540,0,446,0,47,0,2177,295,0,3133,3632,10.8,7.3,79.0,25.0,9.0,48.3,101.13
2012-04-09 20:00:00,53335,5395,92,47848,0,15202,0,0,2377,6541,2161,980,540,3,463,0,10,0,3970,364,0,11618,3619,10.2,6.0,75.0,31.0,9.0,48.3,101.14
2012-04-09 21:00:00,44537,4689,94,39754,0,420,0,0,2369,6490,2161,1189,540,3,3435,0,0,0,1876,346,0,13610,7315,10.4,5.8,73.0,23.0,6.0,48.3,101.18
2012-04-09 22:00:00,45700,4924,72,40704,0,420,0,0,2386,6509,2192,1095,540,1,3605,0,0,0,3760,300,0,16523,3373,11.5,4.3,61.0,3.0,17.0,48.3,101.06
2012-04-09 23:00:00,53639,16903,86,36650,0,420,0,0,2391,6547,2196,3971,541,2675,1774,0,0,0,3227,746,0,3924,8238,11.5,4.7,63.0,,0.0,32.2,101.06
2012-04-10 00:00:00,155396,22848,102,132446,0,420,0,0,2393,6568,2171,1524,540,105117,447,0,0,0,3245,451,0,2267,7303,10.2,6.8,79.0,23.0,4.0,32.2,101.04
2012-04-10 01:00:00,46687,23042,84,23561,0,421,0,0,2360,6589,2174,1064,540,872,453,0,0,0,2223,397,0,2263,4205,10.6,5.0,68.0,,0.0,32.2,100.93
2012-04-10 02:00:00,75543,39090,88,36365,539,420,0,0,2377,6600,2182,1114,540,2,1076,0,0,0,5090,685,0,2271,13469,9.9,4.5,69.0,32.0,11.0,32.2,100.9
2012-04-10 03:00:00,77371,24065,78,53228,1106,420,0,0,2406,6590,2193,1100,540,0,4187,0,0,0,3982,670,0,2271,27763,7.7,3.7,76.0,36.0,9.0,32.2,100.8
2012-04-10 04:00:00,79372,24473,100,54799,0,14080,0,0,2383,6607,2188,1111,540,5,1144,0,0,0,1624,930,0,11677,12510,7.7,4.9,82.0,30.0,17.0,32.2,100.73
2012-04-10 05:00:00,83740,22182,98,61460,0,20120,0,0,2393,6615,2198,1157,540,0,471,0,0,0,3723,488,0,15383,8372,8.8,4.8,76.0,28.0,15.0,32.2,100.68
2012-04-10 06:00:00,55397,21302,94,34001,0,4961,0,0,2386,6618,2208,1183,540,3,848,0,0,0,2468,725,0,5640,6421,8.6,6.1,84.0,29.0,24.0,32.2,100.66
2012-04-10 07:00:00,37545,13885,70,23590,0,420,0,0,2412,6640,2235,1320,540,0,444,0,0,0,2595,364,0,2279,4341,9.6,6.3,80.0,31.0,22.0,32.2,100.69
2012-04-10 08:00:00,27867,5510,92,22265,0,420,0,0,2414,6653,2246,1122,540,2,455,0,0,0,2459,300,0,2285,3369,9.7,6.3,79.0,34.0,28.0,32.2,100.64
2012-04-10 09:00:00,28590,5426,86,23078,0,420,0,0,2415,6647,2259,1218,540,2,452,0,0,0,1299,300,0,2281,5245,9.9,7.4,84.0,31.0,20.0,48.3,100.64
2012-04-10 10:00:00,29865,5126,78,24661,0,420,0,0,2395,6649,2241,1123,541,1,451,0,0,0,3895,300,0,2280,4365,10.8,7.2,78.0,31.0,15.0,48.3,100.66
2012-04-10 11:00:00,27007,5135,78,21794,0,420,0,0,2419,6651,2264,1051,540,1,459,0,0,0,1730,300,0,2277,3682,11.7,6.2,69.0,36.0,17.0,48.3,100.65
2012-04-10 12:00:00,28008,5096,80,22832,0,421,0,0,2412,6637,2239,1092,540,0,445,0,0,0,2178,300,0,2281,4287,12.6,6.2,65.0,23.0,26.0,48.3,100.7
2012-04-10 13:00:00,70279,10704,90,59485,0,420,0,0,2400,6837,37750,1120,540,1,449,0,0,0,3354,300,0,2282,4032,13.4,4.9,56.0,35.0,7.0,48.3,100.7
2012-04-10 14:00:00,68689,8153,72,60464,0,420,0,0,2394,6770,32355,1089,544,2,453,0,0,0,1299,300,0,2271,12567,15.6,5.9,52.0,,0.0,32.2,100.7
2012-04-10 15:00:00,43768,14517,86,29165,0,419,0,0,2382,6625,2223,1083,540,0,434,0,0,0,2693,726,0,2278,9762,16.0,6.6,54.0,14.0,15.0,32.2,100.7
2012-04-10 16:00:00,80947,27248,78,53621,0,420,0,0,2409,6795,32978,1085,540,1,404,0,0,0,2776,363,0,2274,3576,15.1,4.3,48.0,14.0,15.0,32.2,100.75
2012-04-10 17:00:00,48887,24176,74,24637,0,420,0,0,2378,6626,1515,2164,540,1,394,0,0,0,2565,445,0,2281,5308,14.9,5.3,53.0,16.0,7.0,32.2,100.76
2012-04-10 18:00:00,32719,9460,96,23163,0,420,0,0,2399,6610,2184,1048,540,2,390,0,0,0,3829,316,0,2267,3158,14.5,5.6,55.0,15.0,7.0,32.2,100.75
2012-04-10 19:00:00,144144,122490,76,21578,0,420,0,0,2340,6611,2168,1243,540,1,406,0,0,0,1279,706,0,2288,3576,13.8,5.5,57.0,13.0,7.0,32.2,100.81
2012-04-10 20:00:00,43399,20293,82,23024,0,420,0,0,2403,6615,2182,1581,540,1,400,0,0,0,3342,348,0,2274,2918,13.8,5.8,58.0,,0.0,32.2,100.87
2012-04-10 21:00:00,88017,62061,90,25866,0,1731,0,0,2362,6615,2190,1348,540,1,407,0,727,0,1739,461,0,3042,4703,13.8,6.5,61.0,13.0,6.0,24.1,100.87
2012-04-10 22:00:00,85271,20733,106,64432,0,18062,0,0,2392,6613,2192,2207,540,0,407,0,1009,0,3476,411,0,12303,14820,12.0,6.6,69.0,,0.0,24.1,100.82
2012-04-10 23:00:00,58474,22707,64,35703,0,420,0,0,2382,6607,2177,6120,540,0,2343,0,405,0,1289,524,0,2271,10625,11.2,6.3,72.0,,0.0,32.2,100.79
2012-04-11 00:00:00,97296,43544,86,53666,0,17390,0,0,2375,6588,2159,1520,540,1,894,0,28,0,3278,1077,0,14525,3291,10.6,5.2,69.0,,0.0,32.2,100.75
2012-04-11 01:00:00,69960,23797,54,46109,0,4935,0,0,2383,6616,2190,1096,540,2,450,0,0,0,2542,1041,0,5642,18672,10.2,4.8,69.0,9.0,7.0,32.2,100.73
2012-04-11 02:00:00,80587,21547,94,58946,712,2219,0,0,2414,6614,2194,4345,540,2,3654,0,0,0,4559,749,0,2260,28684,10.7,4.3,65.0,9.0,6.0,32.2,100.67
2012-04-11 03:00:00,67925,21342,72,46511,1251,420,0,0,2398,6605,2163,1539,540,1,3427,0,0,0,2108,856,0,2265,22938,10.6,5.2,69.0,,0.0,24.1,100.66
2012-04-11 04:00:00,75217,20149,80,54988,315,9609,0,0,2401,6631,2185,1169,540,2,3785,0,0,0,3214,712,0,9300,15125,10.2,5.4,72.0,,0.0,24.1,100.6
2012-04-11 05:00:00,70691,7491,112,63088,0,20192,0,0,2413,6642,2212,1042,540,1,707,0,0,0,2433,265,0,16343,10298,9.9,6.4,79.0,,0.0,24.1,100.56
2012-04-11 06:00:00,66309,5476,110,60723,0,18851,0,0,2385,6639,2211,1063,540,0,617,0,0,0,3759,273,0,15624,8761,9.2,5.8,79.0,34.0,6.0,24.1,100.5
2012-04-11 07:00:00,29302,5499,80,23723,0,420,0,0,2404,6654,2236,1163,540,0,949,0,0,0,1413,316,0,2671,4957,10.8,6.2,73.0,,0.0,24.1,100.46
2012-04-11 08:00:00,26415,5385,90,20940,0,420,0,0,2407,6657,2248,975,540,1,448,0,0,0,1323,300,0,2316,3305,10.5,6.6,77.0,36.0,6.0,24.1,100.44
2012-04-11 09:00:00,30001,5475,98,24428,0,420,0,0,2413,6655,2253,1024,540,1,453,0,0,0,3641,300,0,2315,4413,11.3,6.3,71.0,32.0,7.0,24.1,100.42
2012-04-11 10:00:00,27903,5490,72,22341,0,420,0,0,2449,6659,2266,1615,540,6,445,0,0,0,2097,300,0,2320,3224,11.0,6.8,75.0,29.0,7.0,19.3,100.42
2012-04-11 11:00:00,59995,5319,94,54582,0,420,0,0,2394,6856,34010,971,540,0,446,0,0,0,1874,300,0,2313,4458,10.1,6.9,80.0,27.0,13.0,24.1,100.39
2012-04-11 12:00:00,62740,12151,82,50507,0,420,0,0,2409,6818,29225,1052,540,2,445,0,0,0,3554,300,0,2319,3423,9.9,7.0,82.0,28.0,7.0,24.1,100.36
2012-04-11 13:00:00,77187,25845,82,51260,0,420,0,0,2377,6804,31198,1111,540,3,443,0,0,0,1168,449,0,2313,4434,9.6,6.7,82.0,22.0,7.0,24.1,100.34
2012-04-11 14:00:00,30960,5803,72,25085,0,420,0,0,2390,6624,3264,976,540,0,437,0,0,0,2824,316,0,2298,4996,9.1,6.9,86.0,25.0,11.0,16.1,100.37
2012-04-11 15:00:00,71209,5135,82,65992,0,420,0,0,2384,6815,33202,973,544,0,446,0,0,0,2300,447,0,2311,16150,9.1,6.9,86.0,26.0,4.0,12.9,100.38
2012-04-11 16:00:00,29709,5013,72,24624,0,420,0,0,2419,6623,1879,1213,540,0,1254,0,0,0,4184,405,0,2304,3383,9.1,6.9,86.0,18.0,4.0,16.1,100.4
2012-04-11 17:00:00,28532,5004,94,23434,0,420,0,0,2386,6636,2204,1672,540,2,1163,0,0,0,2313,300,0,2309,3489,9.7,7.4,86.0,15.0,7.0,16.1,100.46
2012-04-11 18:00:00,79605,5679,78,73848,0,420,0,0,2386,6745,22748,1648,540,0,1593,0,0,0,3331,411,0,2305,31721,9.7,7.6,87.0,14.0,11.0,9.7,100.45
2012-04-11 19:00:00,33401,5431,94,27876,0,420,0,0,2391,6682,6690,1061,540,1,1124,0,0,0,2592,299,0,2314,3762,9.4,7.4,87.0,14.0,9.0,6.4,100.48
2012-04-11 20:00:00,37364,5547,78,31739,0,420,0,0,2417,6643,2209,1249,540,3,3157,0,0,0,1314,300,0,2308,11179,9.2,7.5,89.0,14.0,6.0,6.4,100.53
2012-04-11 21:00:00,62708,5596,78,57034,0,420,0,0,2395,6807,26963,1062,540,1,2578,0,0,0,4021,317,0,2313,9617,8.9,7.2,89.0,9.0,9.0,9.7,100.54
2012-04-11 22:00:00,36969,11706,92,25171,0,420,0,28,2411,6639,5263,1086,540,1,448,0,84,0,1303,489,0,2309,4150,8.5,,,10.0,15.0,12.9,100.52
2012-04-11 23:00:00,131020,22757,68,108195,0,16886,0,22306,2404,6789,26303,1001,541,1,455,0,307,0,4302,921,0,16013,9966,8.5,6.7,88.0,13.0,13.0,12.9,100.51
2012-04-12 00:00:00,205257,70572,96,134589,0,2005,0,22457,2357,6611,2129,1082,543,68830,441,0,142,0,2376,691,0,3782,21143,8.2,6.4,88.0,10.0,13.0,12.9,100.58
2012-04-12 01:00:00,77739,22438,104,55197,0,424,0,12112,2398,6633,2170,980,541,2,447,0,0,0,6300,921,0,2302,19967,7.6,5.9,89.0,10.0,13.0,12.9,100.6
2012-04-12 02:00:00,84654,6980,88,77586,1129,1708,4312,0,2372,6621,2165,1763,540,2,2886,0,800,0,10835,570,0,2331,39552,7.1,5.5,90.0,9.0,11.0,19.3,100.6
2012-04-12 03:00:00,56790,6988,62,49740,871,426,8883,0,2396,6629,2158,1160,540,0,5177,0,990,0,2726,917,12,2307,14548,7.1,5.5,90.0,8.0,9.0,19.3,100.62
2012-04-12 04:00:00,72855,8840,80,63935,0,15425,0,0,2390,6656,6755,1297,540,1,2152,0,240,0,1297,415,0,14071,12696,7.8,6.1,89.0,10.0,11.0,19.3,100.64
2012-04-12 05:00:00,119151,34699,84,84368,0,20000,0,0,2390,6791,22605,1168,540,4,469,0,13,0,3741,815,0,16291,9541,8.0,6.3,89.0,9.0,13.0,12.9,100.64
2012-04-12 06:00:00,108114,20129,76,87909,0,20168,0,0,2391,6837,27365,1084,540,2,470,0,7,0,2553,346,0,16774,9372,8.2,6.4,88.0,8.0,9.0,24.1,100.65
2012-04-12 07:00:00,200370,5620,78,194672,0,5379,0,0,2408,6662,2162,1160,538,2,1108,161590,6,0,1181,288,0,5742,6446,8.8,7.1,89.0,9.0,11.0,19.3,100.65
2012-04-12 08:00:00,65625,5499,78,60048,0,421,0,0,2425,6896,34916,2043,540,2,460,1510,0,0,3772,300,0,2275,4488,9.1,6.8,86.0,8.0,7.0,19.3,100.65
2012-04-12 09:00:00,64021,5798,82,58141,0,420,0,0,2420,6903,36810,1130,540,6,452,0,0,0,2326,300,0,2287,4547,10.4,7.1,80.0,5.0,7.0,24.1,100.64
2012-04-12 10:00:00,62498,10177,78,52243,0,420,0,0,2421,6886,32982,978,540,1,444,0,0,0,1292,300,0,2286,3693,11.5,6.5,71.0,9.0,6.0,24.1,100.67
2012-04-12 11:00:00,31780,8176,78,23526,0,420,0,0,2405,6658,1926,977,540,1,451,0,0,0,3632,300,0,2282,3934,12.8,5.8,62.0,11.0,13.0,24.1,100.7
2012-04-12 12:00:00,66836,6264,82,60490,0,420,0,0,2408,6903,39959,1123,540,3,453,0,0,0,1686,300,0,2277,4418,13.1,5.1,58.0,24.0,13.0,24.1,100.71
2012-04-12 13:00:00,89315,22167,60,67088,0,421,0,0,2391,6922,45858,1123,540,1,441,0,0,0,1905,566,0,2280,4640,13.0,7.0,67.0,30.0,11.0,24.1,100.68
2012-04-12 14:00:00,59493,5439,88,53966,0,420,0,0,2402,6827,30629,1070,541,0,443,0,0,0,3233,300,0,2267,5834,13.1,7.0,66.0,27.0,15.0,24.1,100.67
2012-04-12 15:00:00,35087,5202,90,29795,0,420,0,0,2392,6693,10526,973,540,2,450,0,0,0,1557,300,0,2270,3672,12.1,7.7,74.0,26.0,19.0,24.1,100.72
2012-04-12 16:00:00,66329,5174,80,61075,0,420,0,0,2420,6872,39675,1130,540,3,470,0,0,0,2304,484,0,2269,4488,10.6,4.7,67.0,24.0,39.0,24.1,100.79
2012-04-12 17:00:00,42907,5547,88,37272,0,420,0,0,2399,6646,2211,1012,546,2,956,0,0,0,3717,468,0,2271,16624,10.4,5.1,70.0,26.0,32.0,24.1,100.82
2012-04-12 18:00:00,29874,5694,84,24096,0,420,0,0,2400,6652,2217,981,540,2,459,0,0,0,3185,396,0,2283,4561,9.6,4.7,71.0,31.0,28.0,24.1,100.88
2012-04-12 19:00:00,27372,5707,92,21573,0,421,0,0,2399,6656,2233,1115,540,1,452,0,0,0,1338,300,0,2286,3832,9.2,4.9,74.0,31.0,6.0,24.1,100.93
2012-04-12 20:00:00,29868,5421,88,24359,0,420,0,0,2399,6659,2226,1040,540,0,449,0,0,0,3871,300,0,2284,4171,9.4,4.6,72.0,6.0,6.0,24.1,100.97
2012-04-12 21:00:00,44884,5638,70,39176,0,754,0,0,2443,6660,2244,5233,540,3,1440,0,0,0,2482,371,0,2304,14702,8.4,5.1,80.0,12.0,9.0,24.1,101.0
2012-04-12 22:00:00,30828,4972,84,25772,0,420,0,0,2468,6659,2240,1445,540,3,1130,0,0,0,2609,300,0,2280,5678,8.2,5.4,82.0,9.0,11.0,24.1,100.99
2012-04-12 23:00:00,57766,21771,80,35915,0,420,0,0,2407,6654,2218,6262,540,1,1127,0,1464,0,2173,589,0,2284,9776,7.8,5.3,84.0,11.0,6.0,24.1,101.0
2012-04-13 00:00:00,61770,34017,62,27691,0,420,0,0,2394,6661,2218,3282,540,3,1122,0,1111,0,2160,760,0,2277,4743,8.0,5.3,83.0,14.0,4.0,19.3,101.03
